a,method,draw,edge,kind,true_di,est_di,lcb,certified
0.02,Correlation,10,0->1,null,0.0,1.3816855891366933e-05,7.999316006160684e-07,0
0.02,Correlation,10,0->2,null,0.0,0.0003361107122112475,1.3674927622220151e-05,0
0.02,Correlation,10,1->2,null,0.0,2.7244114493135928e-05,1.2256987104726666e-06,0
0.02,Correlation,10,2->0,null,0.0,0.0003361107122112475,1.9577686604304333e-06,0
0.02,Correlation,11,1->0,true_direct,0.00034358050264674114,4.4799635168216894e-05,3.87135267494719e-06,0
0.02,Correlation,11,2->1,true_direct,0.0003433859387188317,1.230565952794545e-05,1.8421738135929928e-06,0
0.02,Correlation,11,0->1,null,0.0,4.9410707351181964e-05,2.215977925562954e-06,0
0.02,Correlation,11,0->2,null,0.0,4.493144315618731e-05,1.233189906968429e-06,0
0.02,Correlation,11,1->2,null,0.0,8.450046016063129e-05,2.754803034930514e-06,0
0.02,Correlation,11,2->0,null,0.0,0.00022606747679648233,3.3259462790447024e-07,0
0.02,Correlation,12,1->0,true_direct,0.00034358050264674114,0.0006820437552878854,4.449905218075457e-05,0
0.02,Correlation,12,2->1,true_direct,0.0003433859387188317,0.0008642215286269656,4.99631890161935e-05,0
0.02,Correlation,12,0->1,null,0.0,0.0005489548565523748,8.684898099916366e-06,0
0.02,Correlation,12,0->2,null,0.0,6.00344784996549e-05,1.9595005650773937e-06,0
0.02,Correlation,12,1->2,null,0.0,0.0008642215286269656,2.7629664185800006e-05,0
0.02,Correlation,12,2->0,null,0.0,0.0002933199374370308,7.3093326925208686e-06,0
0.02,Correlation,13,1->0,true_direct,0.00034358050264674114,0.00019945645948351516,1.1226097689362045e-06,0
0.02,Correlation,13,2->1,true_direct,0.0003433859387188317,0.001487199699719137,0.00039725417450075693,0
0.02,Correlation,13,0->1,null,0.0,0.0002448801968900238,3.5860364260661705e-06,0
0.02,Correlation,13,0->2,null,0.0,0.00035236898516745286,1.2335467631245143e-06,0
0.02,Correlation,13,1->2,null,0.0,0.0009502608503494334,1.2130073634268368e-06,0
0.02,Correlation,13,2->0,null,0.0,0.00020239700054349057,1.7328375230347652e-06,0
0.02,Correlation,14,1->0,true_direct,0.00034358050264674114,1.7266992572210787e-05,5.820112610571494e-07,0
0.02,Correlation,14,2->1,true_direct,0.0003433859387188317,0.00012463219035670556,7.801905061707461e-07,0
0.02,Correlation,14,0->1,null,0.0,0.0001765100007394482,1.4034395178777888e-06,0
0.02,Correlation,14,0->2,null,0.0,0.00012638351309430737,2.2488715375605204e-06,0
0.02,Correlation,14,1->2,null,0.0,6.282359807248533e-05,2.9006068044336295e-06,0
0.02,Correlation,14,2->0,null,0.0,0.00023691679133116275,7.783134283611054e-06,0
0.02,Correlation,15,1->0,true_direct,0.00034358050264674114,0.0005351802679623501,3.595652042060617e-06,0
0.02,Correlation,15,2->1,true_direct,0.0003433859387188317,0.002390217890845839,0.0012329085769449755,1
0.02,Correlation,15,0->1,null,0.0,0.0002868791150019653,3.052473626725764e-06,0
0.02,Correlation,15,0->2,null,0.0,0.00015942462208966477,1.942405078523997e-06,0
0.02,Correlation,15,1->2,null,0.0,0.00035848258037823487,3.4256951085159656e-06,0
0.02,Correlation,15,2->0,null,0.0,0.00023220419376554185,9.414422632545396e-07,0
0.02,Correlation,16,1->0,true_direct,0.00034358050264674114,0.001183201545843813,0.0002531953202089289,0
0.02,Correlation,16,2->1,true_direct,0.0003433859387188317,0.000489568430639317,6.249442546508416e-05,0
0.02,Correlation,16,0->1,null,0.0,0.0003714085332314097,5.024072300956515e-06,0
0.02,Correlation,16,0->2,null,0.0,0.0006483229334721613,4.811292422586364e-06,0
0.02,Correlation,16,1->2,null,0.0,0.00034903914284781305,2.6649716819158594e-07,0
0.02,Correlation,16,2->0,null,0.0,9.266464291355867e-05,9.98373010719663e-07,0
0.02,Correlation,17,1->0,true_direct,0.00034358050264674114,0.0006758407804242915,4.990718771314839e-07,0
0.02,Correlation,17,2->1,true_direct,0.0003433859387188317,0.00046789897667194196,1.2532312634692192e-05,0
0.02,Correlation,17,0->1,null,0.0,0.0006886299140658269,7.440260255348674e-05,0
0.02,Correlation,17,0->2,null,0.0,0.0003864964619555743,1.3386277816163265e-05,0
0.02,Correlation,17,1->2,null,0.0,0.00016907846871491955,1.5369846843147032e-06,0
0.02,Correlation,17,2->0,null,0.0,0.00021640917372734607,4.667150062658582e-06,0
0.02,Correlation,18,1->0,true_direct,0.00034358050264674114,0.0009515617098683374,0.0001736823084471538,0
0.02,Correlation,18,2->1,true_direct,0.0003433859387188317,0.00041644016275907316,5.658982368653833e-06,0
0.02,Correlation,18,0->1,null,0.0,0.00015334366200284714,8.752875376892465e-07,0
0.02,Correlation,18,0->2,null,0.0,4.287524379148672e-05,1.1372630700593486e-06,0
0.02,Correlation,18,1->2,null,0.0,0.00041644016275907316,4.241723585419237e-06,0
0.02,Correlation,18,2->0,null,0.0,4.287524379148672e-05,2.2659798911726503e-06,0
0.02,Correlation,19,1->0,true_direct,0.00034358050264674114,0.0009898300005818932,0.00012130404383581646,0
0.02,Correlation,19,2->1,true_direct,0.0003433859387188317,0.000702344167224244,2.1172394362901072e-05,0
0.02,Correlation,19,0->1,null,0.0,0.00047606256065894,3.934071484036039e-06,0
0.02,Correlation,19,0->2,null,0.0,0.00016291060595508165,4.258814977923236e-06,0
0.02,Correlation,19,1->2,null,0.0,0.0005555786808909697,8.469703541300194e-06,0
0.02,Correlation,19,2->0,null,0.0,3.0035972576840213e-05,1.000353158219262e-06,0
0.02,Correlation,20,1->0,true_direct,0.00034358050264674114,0.0001839654020523612,1.870377162480326e-06,0
0.02,Correlation,20,2->1,true_direct,0.0003433859387188317,0.0004169364746653929,3.7039282517267974e-06,0
0.02,Correlation,20,0->1,null,0.0,0.00021612883544196125,8.546542346737455e-06,0
0.02,Correlation,20,0->2,null,0.0,0.0005294646011026706,1.076846422194175e-05,0
0.02,Correlation,20,1->2,null,0.0,8.147949605945383e-06,5.676174589749257e-07,0
0.02,Correlation,20,2->0,null,0.0,0.0006720727154711853,2.7206751401146606e-05,0
0.02,Correlation,21,1->0,true_direct,0.00034358050264674114,0.00014986275692327672,7.871913199385657e-07,0
0.02,Correlation,21,2->1,true_direct,0.0003433859387188317,0.00201272197982986,0.0001015818740145525,0
0.02,Correlation,21,0->1,null,0.0,6.37851694618228e-05,1.6490163252156004e-06,0
0.02,Correlation,21,0->2,null,0.0,0.00021507929360283445,3.6302316888234373e-06,0
0.02,Correlation,21,1->2,null,0.0,0.0024132566872733458,0.0004727637118988594,0
0.02,Correlation,21,2->0,null,0.0,0.00011580379307872653,9.175115185999353e-07,0
0.02,Correlation,22,1->0,true_direct,0.00034358050264674114,0.0007393899566736558,1.10600637282897e-05,0
0.02,Correlation,22,2->1,true_direct,0.0003433859387188317,0.0002840409941134361,3.96637520136137e-06,0
0.02,Correlation,22,0->1,null,0.0,1.1686021420391917e-05,8.50672729921534e-07,0
0.02,Correlation,22,0->2,null,0.0,0.0014231198707779782,8.935365700411883e-06,0
0.02,Correlation,22,1->2,null,0.0,0.00015059531400808964,1.878208678887781e-06,0
0.02,Correlation,22,2->0,null,0.0,0.0014231198707779782,3.8035993225956833e-06,0
0.02,Correlation,23,1->0,true_direct,0.00034358050264674114,0.0006787352619589592,9.419583220469063e-06,0
0.02,Correlation,23,2->1,true_direct,0.0003433859387188317,0.00013761210228444058,1.317008020495294e-06,0
0.02,Correlation,23,0->1,null,0.0,0.00020923661816651208,7.451581533469343e-07,0
0.02,Correlation,23,0->2,null,0.0,0.00016819684340492304,2.8311230507548663e-06,0
0.02,Correlation,23,1->2,null,0.0,2.3671468342221173e-05,5.29453048429444e-08,0
0.02,Correlation,23,2->0,null,0.0,9.130697491389746e-05,2.6406785035456997e-06,0
0.02,Correlation,24,1->0,true_direct,0.00034358050264674114,0.0006843800733768898,7.112343751469928e-05,0
0.02,Correlation,24,2->1,true_direct,0.0003433859387188317,0.0007276723647007843,8.695092837508647e-06,0
0.02,Correlation,24,0->1,null,0.0,3.78038314742816e-05,1.8245142302929108e-06,0
0.02,Correlation,24,0->2,null,0.0,0.0003858592078703116,1.739745103047389e-06,0
0.02,Correlation,24,1->2,null,0.0,8.267286672108802e-05,1.996446365114422e-06,0
0.02,Correlation,24,2->0,null,0.0,4.70609530154379e-05,2.353634254067437e-07,0
0.02,Correlation,25,1->0,true_direct,0.00034358050264674114,0.0021048068561247144,0.0004401757810523366,0
0.02,Correlation,25,2->1,true_direct,0.0003433859387188317,6.411035331522859e-05,6.11980080153711e-07,0
0.02,Correlation,25,0->1,null,0.0,0.0008029058999525181,4.569990012672401e-05,0
0.02,Correlation,25,0->2,null,0.0,8.532779124955938e-05,1.6681333884838718e-06,0
0.02,Correlation,25,1->2,null,0.0,0.00038179371788487184,1.3550020523588802e-05,0
0.02,Correlation,25,2->0,null,0.0,0.0003417907201210977,4.0834708890338175e-06,0
0.02,Correlation,26,1->0,true_direct,0.00034358050264674114,0.0031263770818846107,0.0010484019738810193,1
0.02,Correlation,26,2->1,true_direct,0.0003433859387188317,0.0001371890433578351,3.521641858978115e-06,0
0.02,Correlation,26,0->1,null,0.0,0.0010332433339735787,1.2353599748558246e-05,0
0.02,Correlation,26,0->2,null,0.0,0.0006864926802006187,1.9630221731646276e-06,0
0.02,Correlation,26,1->2,null,0.0,0.0005609264349430021,1.3571673301221327e-05,0
0.02,Correlation,26,2->0,null,0.0,0.0007803604622259418,6.593536856024054e-05,0
0.02,Correlation,27,1->0,true_direct,0.00034358050264674114,0.0009220883291306974,1.8539393503033936e-05,0
0.02,Correlation,27,2->1,true_direct,0.0003433859387188317,0.0005711818005213867,4.266674584292091e-07,0
0.02,Correlation,27,0->1,null,0.0,0.0004159233370633567,9.059403762869687e-06,0
0.02,Correlation,27,0->2,null,0.0,3.342764896671724e-05,1.5770329247887163e-06,0
0.02,Correlation,27,1->2,null,0.0,0.001090390935337619,7.665513725959341e-05,0
0.02,Correlation,27,2->0,null,0.0,1.311626576308115e-05,4.961133596728374e-07,0
0.02,Correlation,28,1->0,true_direct,0.00034358050264674114,0.0008530343226604094,2.3208326200531287e-05,0
0.02,Correlation,28,2->1,true_direct,0.0003433859387188317,0.001497197882927636,0.0004068861208940046,0
0.02,Correlation,28,0->1,null,0.0,0.0003856031896875689,2.872503824907488e-06,0
0.02,Correlation,28,0->2,null,0.0,7.770921936946668e-05,1.3782735971641165e-06,0
0.02,Correlation,28,1->2,null,0.0,0.0005605227900230546,1.4183838963783703e-06,0
0.02,Correlation,28,2->0,null,0.0,6.963791284898462e-05,1.0877463595832247e-06,0
0.02,Correlation,29,1->0,true_direct,0.00034358050264674114,0.0009483241948125231,1.0862853274097093e-06,0
0.02,Correlation,29,2->1,true_direct,0.0003433859387188317,0.0007793034019429116,7.71621377061179e-06,0
0.02,Correlation,29,0->1,null,0.0,0.0009483241948125231,3.780244328339094e-05,0
0.02,Correlation,29,0->2,null,0.0,0.00020370558006738138,1.2217763312633314e-06,0
0.02,Correlation,29,1->2,null,0.0,0.0005301423397083382,5.925090975987561e-06,0
0.02,Correlation,29,2->0,null,0.0,0.0006299491737872133,1.1334703301645883e-05,0
0.02,PairwiseTE,0,1->0,true_direct,0.00034358050264674114,0.0004531632888347294,9.100710775683694e-06,0
0.02,PairwiseTE,0,2->1,true_direct,0.0003433859387188317,7.678836183598626e-05,1.3413187783806002e-06,0
0.02,PairwiseTE,0,0->1,null,0.0,2.252874555624741e-05,9.979865570989171e-08,0
0.02,PairwiseTE,0,0->2,null,0.0,3.476799313298618e-05,3.5697435052902793e-07,0
0.02,PairwiseTE,0,1->2,null,0.0,0.00019455170761036072,6.043502967632579e-06,0
0.02,PairwiseTE,0,2->0,null,0.0,0.0009153923232774356,0.00014950972865518332,0
0.02,PairwiseTE,1,1->0,true_direct,0.00034358050264674114,0.0002445981501401918,3.646143991645038e-06,0
0.02,PairwiseTE,1,2->1,true_direct,0.0003433859387188317,5.7135198779082225e-05,2.265860642400881e-07,0
0.02,PairwiseTE,1,0->1,null,0.0,7.039125731261907e-06,2.8413421643251735e-07,0
0.02,PairwiseTE,1,0->2,null,0.0,0.00014341769313402992,2.208922779942067e-06,0
0.02,PairwiseTE,1,1->2,null,0.0,4.340054808040763e-05,2.5859804808090225e-07,0
0.02,PairwiseTE,1,2->0,null,0.0,0.00027023013823450364,4.114124095538848e-06,0
0.02,PairwiseTE,2,1->0,true_direct,0.00034358050264674114,0.00034895323534644014,7.260994387249739e-06,0
0.02,PairwiseTE,2,2->1,true_direct,0.0003433859387188317,0.00016376486224749075,5.770777792057152e-07,0
0.02,PairwiseTE,2,0->1,null,0.0,6.483056264870686e-05,9.328413076312763e-07,0
0.02,PairwiseTE,2,0->2,null,0.0,0.000101023591712974,7.303829715646956e-07,0
0.02,PairwiseTE,2,1->2,null,0.0,6.673824827746744e-06,2.265599546393487e-06,0
0.02,PairwiseTE,2,2->0,null,0.0,0.0001891586922298814,4.993001793601689e-06,0
0.02,PairwiseTE,3,1->0,true_direct,0.00034358050264674114,7.36981944610886e-05,1.0478784730007853e-06,0
0.02,PairwiseTE,3,2->1,true_direct,0.0003433859387188317,0.0009770950515510654,0.00011360284075543816,0
0.02,PairwiseTE,3,0->1,null,0.0,1.8210099035585583e-05,2.649867065041338e-07,0
0.02,PairwiseTE,3,0->2,null,0.0,2.429238688490423e-05,1.5620740103814416e-06,0
0.02,PairwiseTE,3,1->2,null,0.0,9.665491984252835e-05,2.4482690679128818e-06,0
0.02,PairwiseTE,3,2->0,null,0.0,0.0004617247199702221,1.4222356681745055e-05,0
0.02,PairwiseTE,4,1->0,true_direct,0.00034358050264674114,4.3951609000226035e-05,1.0223102826238577e-06,0
0.02,PairwiseTE,4,2->1,true_direct,0.0003433859387188317,5.1308087530849765e-08,1.5083120976614567e-06,0
0.02,PairwiseTE,4,0->1,null,0.0,0.0002818770412117489,3.7604320940255687e-06,0
0.02,PairwiseTE,4,0->2,null,0.0,4.58981296744182e-05,2.9194318107598715e-06,0
0.02,PairwiseTE,4,1->2,null,0.0,5.548471380246716e-05,2.8892876931017064e-06,0
0.02,PairwiseTE,4,2->0,null,0.0,0.00010843447538576767,1.8783308830772623e-06,0
0.02,PairwiseTE,5,1->0,true_direct,0.00034358050264674114,0.0009245145290839006,0.00017749684334174049,0
0.02,PairwiseTE,5,2->1,true_direct,0.0003433859387188317,0.00017245142350164988,8.369250940249627e-06,0
0.02,PairwiseTE,5,0->1,null,0.0,6.714621855376535e-05,1.7223437422166016e-06,0
0.02,PairwiseTE,5,0->2,null,0.0,9.00052086168925e-05,2.9219067891012047e-06,0
0.02,PairwiseTE,5,1->2,null,0.0,0.00019538133011062642,6.212308508837643e-06,0
0.02,PairwiseTE,5,2->0,null,0.0,9.836636961723198e-05,3.140439263008178e-07,0
0.02,PairwiseTE,6,1->0,true_direct,0.00034358050264674114,5.704968330427347e-05,2.9246586246546186e-07,0
0.02,PairwiseTE,6,2->1,true_direct,0.0003433859387188317,0.0004820499105380336,5.7138631793682266e-05,0
0.02,PairwiseTE,6,0->1,null,0.0,0.0002271289496326744,5.183348146639734e-06,0
0.02,PairwiseTE,6,0->2,null,0.0,1.9312158290961214e-05,7.5791671601403175e-06,0
0.02,PairwiseTE,6,1->2,null,0.0,0.00036754451948713596,5.4951468677914794e-06,0
0.02,PairwiseTE,6,2->0,null,0.0,1.3773829976844176e-06,3.3473726188463847e-07,0
0.02,PairwiseTE,7,1->0,true_direct,0.00034358050264674114,2.757980778335059e-05,3.4035095653480054e-07,0
0.02,PairwiseTE,7,2->1,true_direct,0.0003433859387188317,0.0005183645527658381,1.4802324958119736e-05,0
0.02,PairwiseTE,7,0->1,null,0.0,9.99634346421992e-06,1.775235939968624e-07,0
0.02,PairwiseTE,7,0->2,null,0.0,0.00042979888951527595,3.243154120509575e-05,0
0.02,PairwiseTE,7,1->2,null,0.0,7.04585995538765e-05,7.055962267191198e-07,0
0.02,PairwiseTE,7,2->0,null,0.0,1.96384064234865e-05,5.396191880454993e-07,0
0.02,PairwiseTE,8,1->0,true_direct,0.00034358050264674114,0.0003489835051541617,6.757955903191051e-06,0
0.02,PairwiseTE,8,2->1,true_direct,0.0003433859387188317,0.00024348459355577026,1.707923991056376e-05,0
0.02,PairwiseTE,8,0->1,null,0.0,3.254720062722959e-05,2.2903069146548812e-07,0
0.02,PairwiseTE,8,0->2,null,0.0,0.00016998792267907325,3.7885125955984147e-06,0
0.02,PairwiseTE,8,1->2,null,0.0,0.0007009134158726959,3.813237057850715e-05,0
0.02,PairwiseTE,8,2->0,null,0.0,2.819872860654254e-05,2.5032264581544654e-06,0
0.02,PairwiseTE,9,1->0,true_direct,0.00034358050264674114,0.00020473093122968099,8.963647006367802e-07,0
0.02,PairwiseTE,9,2->1,true_direct,0.0003433859387188317,7.55906931213307e-05,2.0536884157168697e-06,0
0.02,PairwiseTE,9,0->1,null,0.0,0.00020310219962405604,2.3906028075428174e-06,0
0.02,PairwiseTE,9,0->2,null,0.0,0.00021823696773085047,7.5782828723107e-06,0
0.02,PairwiseTE,9,1->2,null,0.0,9.223813418944591e-05,2.736893060718976e-06,0
0.02,PairwiseTE,9,2->0,null,0.0,2.9473459329855646e-05,1.2647593970073268e-06,0
0.02,PairwiseTE,10,1->0,true_direct,0.00034358050264674114,0.0012426927668812322,7.895954202204358e-05,0
0.02,PairwiseTE,10,2->1,true_direct,0.0003433859387188317,0.00015562956178421145,1.6606041112062472e-06,0
0.02,PairwiseTE,10,0->1,null,0.0,9.165634151777035e-05,3.5791334062445405e-06,0
0.02,PairwiseTE,10,0->2,null,0.0,0.00011710384415086837,4.1080547884938935e-06,0
0.02,PairwiseTE,10,1->2,null,0.0,0.000259954414677327,1.9908894643015913e-06,0
0.02,PairwiseTE,10,2->0,null,0.0,0.00016959358016556793,3.0593142274265583e-06,0
0.02,PairwiseTE,11,1->0,true_direct,0.00034358050264674114,0.000323618306207398,1.931923094031352e-06,0
0.02,PairwiseTE,11,2->1,true_direct,0.0003433859387188317,0.00014447553402229102,4.344254353925841e-06,0
0.02,PairwiseTE,11,0->1,null,0.0,0.00048690372927944826,2.6915775096741675e-05,0
0.02,PairwiseTE,11,0->2,null,0.0,3.387915598297018e-05,2.8767841424390516e-07,0
0.02,PairwiseTE,11,1->2,null,0.0,7.795634368093016e-05,1.7665432610579166e-06,0
0.02,PairwiseTE,11,2->0,null,0.0,2.0202091609754634e-05,3.9621893514568536e-07,0
0.02,PairwiseTE,12,1->0,true_direct,0.00034358050264674114,0.00011317089601615197,4.020960174386533e-06,0
0.02,PairwiseTE,12,2->1,true_direct,0.0003433859387188317,0.0005958096004590914,2.516692184944873e-05,0
0.02,PairwiseTE,12,0->1,null,0.0,6.965689728221696e-05,3.704791535123692e-06,0
0.02,PairwiseTE,12,0->2,null,0.0,5.895906430261942e-05,2.253239078459686e-06,0
0.02,PairwiseTE,12,1->2,null,0.0,4.2073785697829045e-05,5.102624397266787e-07,0
0.02,PairwiseTE,12,2->0,null,0.0,1.2978318713426993e-05,1.3473022404421947e-06,0
0.02,PairwiseTE,13,1->0,true_direct,0.00034358050264674114,0.001513690469223254,0.00031994656396669213,0
0.02,PairwiseTE,13,2->1,true_direct,0.0003433859387188317,0.00034199143152577495,1.3464768811179604e-06,0
0.02,PairwiseTE,13,0->1,null,0.0,0.00032157584193981333,4.660094777259366e-06,0
0.02,PairwiseTE,13,0->2,null,0.0,1.6038146426106523e-06,3.8031132022858176e-07,0
0.02,PairwiseTE,13,1->2,null,0.0,1.551437862512665e-05,6.86136521495828e-07,0
0.02,PairwiseTE,13,2->0,null,0.0,5.3949321358607146e-05,3.5985012356987356e-07,0
0.02,PairwiseTE,14,1->0,true_direct,0.00034358050264674114,9.636771480168053e-05,1.5598730721176641e-06,0
0.02,PairwiseTE,14,2->1,true_direct,0.0003433859387188317,0.00013529687619151458,2.4879820194373013e-06,0
0.02,PairwiseTE,14,0->1,null,0.0,1.8665248059010807e-05,2.272259941194244e-06,0
0.02,PairwiseTE,14,0->2,null,0.0,1.9856686366219102e-07,4.2820961734688957e-07,0
0.02,PairwiseTE,14,1->2,null,0.0,9.446199625400332e-06,5.101469485082841e-07,0
0.02,PairwiseTE,14,2->0,null,0.0,0.00021637123856263577,3.762070540087483e-06,0
0.02,PairwiseTE,15,1->0,true_direct,0.00034358050264674114,2.9506925524286207e-05,1.210872678274852e-07,0
0.02,PairwiseTE,15,2->1,true_direct,0.0003433859387188317,0.0003833358654950873,1.9185095365835078e-05,0
0.02,PairwiseTE,15,0->1,null,0.0,2.4695600727196225e-05,1.8566734168208044e-07,0
0.02,PairwiseTE,15,0->2,null,0.0,0.0011706013917179108,0.00010041520430708711,0
0.02,PairwiseTE,15,1->2,null,0.0,0.00010433252518565276,4.6740020517389064e-07,0
0.02,PairwiseTE,15,2->0,null,0.0,0.00017270729689533373,3.3336287341835008e-06,0
0.02,PairwiseTE,16,1->0,true_direct,0.00034358050264674114,0.00028369407580616806,3.440492911047769e-06,0
0.02,PairwiseTE,16,2->1,true_direct,0.0003433859387188317,0.0003364616404055896,6.100467857640618e-06,0
0.02,PairwiseTE,16,0->1,null,0.0,5.566917297909701e-05,1.6386333256386914e-06,0
0.02,PairwiseTE,16,0->2,null,0.0,2.0810429363259298e-06,3.296900517559253e-07,0
0.02,PairwiseTE,16,1->2,null,0.0,0.00046555056584007533,0.00010196425938129918,0
0.02,PairwiseTE,16,2->0,null,0.0,0.0003350758299858739,4.471297360017497e-06,0
0.02,PairwiseTE,17,1->0,true_direct,0.00034358050264674114,0.000804445515753099,7.406229868139431e-06,0
0.02,PairwiseTE,17,2->1,true_direct,0.0003433859387188317,3.400826714732465e-05,2.7671650932747987e-07,0
0.02,PairwiseTE,17,0->1,null,0.0,0.00021017699647532927,2.380698460919811e-06,0
0.02,PairwiseTE,17,0->2,null,0.0,0.00011818797352862987,2.2378447390421803e-06,0
0.02,PairwiseTE,17,1->2,null,0.0,2.1253180662197192e-05,4.0057477819495015e-07,0
0.02,PairwiseTE,17,2->0,null,0.0,0.00014974286885000422,5.520705547131631e-07,0
0.02,PairwiseTE,18,1->0,true_direct,0.00034358050264674114,0.0007611205731548692,0.00012249913769132138,0
0.02,PairwiseTE,18,2->1,true_direct,0.0003433859387188317,0.0005088949866866461,4.320574884973368e-05,0
0.02,PairwiseTE,18,0->1,null,0.0,0.00010719463147085404,3.4114823427675503e-06,0
0.02,PairwiseTE,18,0->2,null,0.0,8.397239804469427e-05,9.357721650322915e-07,0
0.02,PairwiseTE,18,1->2,null,0.0,1.8615402495764376e-05,2.4523868851021223e-06,0
0.02,PairwiseTE,18,2->0,null,0.0,0.0004974086365225449,2.803952015992479e-05,0
0.02,PairwiseTE,19,1->0,true_direct,0.00034358050264674114,0.0004888630290717043,9.085294813981377e-06,0
0.02,PairwiseTE,19,2->1,true_direct,0.0003433859387188317,0.0012749234809061442,0.00020791325663142325,0
0.02,PairwiseTE,19,0->1,null,0.0,6.350134891675602e-05,1.5333749594335797e-07,0
0.02,PairwiseTE,19,0->2,null,0.0,1.0298833373799049e-05,5.839828175530949e-07,0
0.02,PairwiseTE,19,1->2,null,0.0,2.40086018164219e-05,6.637855983867204e-07,0
0.02,PairwiseTE,19,2->0,null,0.0,0.00034720623868626934,1.308460348042839e-05,0
0.02,PairwiseTE,20,1->0,true_direct,0.00034358050264674114,0.00019037233019892066,5.726606047429695e-06,0
0.02,PairwiseTE,20,2->1,true_direct,0.0003433859387188317,0.00034308669046071414,2.9440151680728324e-05,0
0.02,PairwiseTE,20,0->1,null,0.0,7.668732633978754e-05,2.4114810595562585e-06,0
0.02,PairwiseTE,20,0->2,null,0.0,0.00012035559039673757,2.395535527256786e-06,0
0.02,PairwiseTE,20,1->2,null,0.0,3.418348702340271e-05,7.026764791822008e-07,0
0.02,PairwiseTE,20,2->0,null,0.0,6.245189034372462e-06,6.740616917183473e-07,0
0.02,PairwiseTE,21,1->0,true_direct,0.00034358050264674114,0.0005231478209954596,4.7461559167859874e-05,0
0.02,PairwiseTE,21,2->1,true_direct,0.0003433859387188317,0.0010293541291487383,0.0002595477814005329,0
0.02,PairwiseTE,21,0->1,null,0.0,2.723487634526733e-05,6.631869590323253e-07,0
0.02,PairwiseTE,21,0->2,null,0.0,0.0006186418806965119,2.2382860856018946e-05,0
0.02,PairwiseTE,21,1->2,null,0.0,0.0003428651258783272,9.874917596006101e-06,0
0.02,PairwiseTE,21,2->0,null,0.0,0.00020641001142126538,1.0284284373438438e-05,0
0.02,PairwiseTE,22,1->0,true_direct,0.00034358050264674114,9.328997043713291e-05,1.0032012600023773e-06,0
0.02,PairwiseTE,22,2->1,true_direct,0.0003433859387188317,0.0011969434376675344,0.0002657303448991582,0
0.02,PairwiseTE,22,0->1,null,0.0,4.119897636642985e-06,1.7569370297420924e-06,0
0.02,PairwiseTE,22,0->2,null,0.0,1.0952473288424363e-05,8.11741649286966e-07,0
0.02,PairwiseTE,22,1->2,null,0.0,0.0003719302807035582,3.4738438703593694e-05,0
0.02,PairwiseTE,22,2->0,null,0.0,0.00010287364794296107,7.940645436004293e-07,0
0.02,PairwiseTE,23,1->0,true_direct,0.00034358050264674114,0.0013328100378580422,0.0002717208792861428,0
0.02,PairwiseTE,23,2->1,true_direct,0.0003433859387188317,0.00016973240206592466,7.174303414948117e-07,0
0.02,PairwiseTE,23,0->1,null,0.0,1.566779729678258e-06,1.0022683582890948e-06,0
0.02,PairwiseTE,23,0->2,null,0.0,0.00025524701936733337,9.741238503947856e-06,0
0.02,PairwiseTE,23,1->2,null,0.0,0.0008387438044288818,2.2711032532051593e-05,0
0.02,PairwiseTE,23,2->0,null,0.0,0.00019214658787468077,1.214708290151325e-06,0
0.02,PairwiseTE,24,1->0,true_direct,0.00034358050264674114,0.0015043658254438618,0.00017685066193302965,0
0.02,PairwiseTE,24,2->1,true_direct,0.0003433859387188317,1.5298354275499296e-05,9.904296379006975e-07,0
0.02,PairwiseTE,24,0->1,null,0.0,0.00011838793310472133,1.2518461628497735e-06,0
0.02,PairwiseTE,24,0->2,null,0.0,1.1509592482593543e-05,3.2557808022679334e-07,0
0.02,PairwiseTE,24,1->2,null,0.0,4.946475891802399e-05,8.746828351048685e-07,0
0.02,PairwiseTE,24,2->0,null,0.0,9.616005977618905e-05,3.85789783260796e-06,0
0.02,PairwiseTE,25,1->0,true_direct,0.00034358050264674114,0.00010795655450783397,3.2314159438889264e-06,0
0.02,PairwiseTE,25,2->1,true_direct,0.0003433859387188317,0.0016740876397007515,0.00046714944500226755,0
0.02,PairwiseTE,25,0->1,null,0.0,2.884525117352002e-05,8.382886639239798e-07,0
0.02,PairwiseTE,25,0->2,null,0.0,0.0003879627351584023,2.9308943130800502e-05,0
0.02,PairwiseTE,25,1->2,null,0.0,2.6201838541986372e-05,3.6911620253991786e-07,0
0.02,PairwiseTE,25,2->0,null,0.0,7.032419121527648e-06,1.5508002802187098e-06,0
0.02,PairwiseTE,26,1->0,true_direct,0.00034358050264674114,0.002373753537995822,0.0013154130206770923,1
0.02,PairwiseTE,26,2->1,true_direct,0.0003433859387188317,0.0005478359574822283,4.861165111668523e-05,0
0.02,PairwiseTE,26,0->1,null,0.0,0.00010440200244145864,3.8196526453665657e-07,0
0.02,PairwiseTE,26,0->2,null,0.0,0.00017205035263200013,3.1022382904932236e-07,0
0.02,PairwiseTE,26,1->2,null,0.0,5.614711711869562e-05,4.927233568798826e-07,0
0.02,PairwiseTE,26,2->0,null,0.0,1.3048766216349151e-06,7.041112824024062e-07,0
0.02,PairwiseTE,27,1->0,true_direct,0.00034358050264674114,0.0012670481143565423,0.00014855657871435367,0
0.02,PairwiseTE,27,2->1,true_direct,0.0003433859387188317,0.0008009015427735203,4.7548164530828224e-05,0
